# wavenumber_cm-1	transmittance_%
3068.93	98.9515
3070.74	98.8972
3072.54	98.7421
3074.34	98.6011
3076.14	98.8069
3077.94	98.9332
3079.74	99.2045
3081.54	98.8991
3083.34	99.1138
3085.14	98.2718
3086.94	98.535
3088.74	98.8259
3090.55	98.6613
3092.35	98.2439
3094.15	98.7244
3095.95	98.2248
3097.75	98.0888
3099.55	98.404
3101.35	98.1935
3103.15	97.9663
3104.95	97.8855
3106.75	97.6588
3108.55	97.7859
3110.36	98.1572
3112.16	97.8207
3113.96	97.9527
3115.76	97.7352
3117.56	97.3095
3119.36	96.9086
3121.16	97.0328
3122.96	97.0144
3124.76	96.8934
3126.56	97.3117
3128.36	97.2052
3130.17	97.4713
3131.97	96.4694
3133.77	97.0656
3135.57	96.9486
3137.37	96.2833
3139.17	96.3737
3140.97	96.4793
3142.77	95.9617
3144.57	95.8075
3146.37	95.5259
3148.17	94.8685
3149.97	95.4567
3151.78	95.0781
3153.58	94.8205
3155.38	95.1183
3157.18	94.4013
3158.98	94.9199
3160.78	94.6609
3162.58	94.2299
3164.38	94.1613
3166.18	93.6499
3167.98	94.0549
3169.78	93.7051
3171.59	93.5426
3173.39	93.426
3175.19	92.8902
3176.99	92.4307
3178.79	92.9733
3180.59	92.6884
3182.39	92.1129
3184.19	92.184
3185.99	92.2223
3187.79	91.9663
3189.59	91.231
3191.4	90.7255
3193.2	90.5446
3195	90.6099
3196.8	90.9018
3198.6	90.0002
3200.4	89.7915
3202.2	89.5329
3204	89.3022
3205.8	89.198
3207.6	88.5531
3209.4	88.9943
3211.21	88.3535
3213.01	88.8649
3214.81	87.4893
3216.61	88.0349
3218.41	87.6881
3220.21	86.8563
3222.01	86.5667
3223.81	86.1106
3225.61	85.8124
3227.41	85.7799
3229.21	85.4777
3231.02	84.6788
3232.82	85.5323
3234.62	84.4479
3236.42	84.2238
3238.22	83.6916
3240.02	83.4717
3241.82	83.114
3243.62	82.8872
3245.42	82.5477
3247.22	82.4549
3249.02	81.9406
3250.83	81.7402
3252.63	81.1803
3254.43	80.9048
3256.23	80.4131
3258.03	80.4346
3259.83	79.8768
3261.63	79.3774
3263.43	79.0116
3265.23	78.677
3267.03	78.3595
3268.83	77.9729
3270.64	77.4607
3272.44	77.4955
3274.24	77.1514
3276.04	77.0747
3277.84	75.9946
3279.64	76.0115
3281.44	74.8748
3283.24	75.3323
3285.04	74.2829
3286.84	74.0614
3288.64	74.0938
3290.45	73.446
3292.25	73.0442
3294.05	72.7667
3295.85	72.7728
3297.65	71.9173
3299.45	71.8259
3301.25	71.3755
3303.05	71.384
3304.85	71.0436
3306.65	69.8923
3308.45	70.4127
3310.26	69.5751
3312.06	69.4913
3313.86	68.804
3315.66	68.8657
3317.46	69.192
3319.26	68.1407
3321.06	67.6445
3322.86	67.3969
3324.66	66.7141
3326.46	67.2823
3328.26	66.639
3330.07	65.9328
3331.87	65.6499
3333.67	65.6719
3335.47	65.6648
3337.27	64.7633
3339.07	65.1718
3340.87	64.5453
3342.67	64.0348
3344.47	63.9208
3346.27	64.3393
3348.07	63.1584
3349.87	63.1222
3351.68	63.4011
3353.48	62.9609
3355.28	62.4463
3357.08	62.768
3358.88	62.5845
3360.68	62.1901
3362.48	61.7244
3364.28	61.5957
3366.08	61.6516
3367.88	61.0136
3369.68	61.6546
3371.49	61.6235
3373.29	60.9082
3375.09	60.9596
3376.89	61.0908
3378.69	61.2125
3380.49	60.9923
3382.29	59.9125
3384.09	60.2553
3385.89	60.4257
3387.69	60.0615
3389.49	60.6878
3391.3	60.5939
3393.1	59.8214
3394.9	59.9874
3396.7	59.7903
3398.5	59.9446
3400.3	59.9325
3402.1	60.2924
3403.9	59.7546
3405.7	59.2601
3407.5	59.5968
3409.3	59.8116
3411.11	59.9742
3412.91	60.2868
3414.71	59.9754
3416.51	60.0134
3418.31	60.1841
3420.11	60.2231
3421.91	60.4949
3423.71	60.5941
3425.51	61.1006
3427.31	60.726
3429.11	61.0529
3430.92	61.1422
3432.72	61.702
3434.52	61.5747
3436.32	62.1058
3438.12	61.6224
3439.92	62.1384
3441.72	62.1732
3443.52	62.1783
3445.32	62.7334
3447.12	63.4882
3448.92	62.9342
3450.73	63.3805
3452.53	63.2605
3454.33	63.4584
3456.13	63.9085
3457.93	64.2645
3459.73	64.5388
3461.53	64.8596
3463.33	64.7057
3465.13	65.2908
3466.93	65.9131
3468.73	65.6443
3470.54	66.2396
3472.34	66.7333
3474.14	66.7149
3475.94	67.3607
3477.74	67.115
3479.54	68.1553
3481.34	68.3199
3483.14	68.5522
3484.94	69.2019
3486.74	69.0981
3488.54	69.3473
3490.35	70.2834
3492.15	70.7657
3493.95	70.35
3495.75	70.8711
3497.55	71.5683
3499.35	71.5831
3501.15	72.1387
3502.95	72.55
3504.75	72.5044
3506.55	73.1576
3508.35	73.39
3510.16	73.3878
3511.96	73.818
3513.76	74.282
3515.56	75.1196
3517.36	75.4933
3519.16	75.7938
3520.96	76.065
3522.76	76.4208
3524.56	76.744
3526.36	77.1464
3528.16	77.5295
3529.96	77.3276
3531.77	77.8731
3533.57	78.1617
3535.37	79.1615
3537.17	79.6833
3538.97	78.8927
3540.77	80.3676
3542.57	80.2772
3544.37	80.9061
3546.17	81.1035
3547.97	81.7309
3549.77	81.7066
3551.58	81.5773
3553.38	82.2949
3555.18	82.819
3556.98	82.9347
3558.78	83.5291
3560.58	83.6417
3562.38	83.8094
3564.18	83.9859
3565.98	84.5147
3567.78	85.0111
3569.58	84.676
3571.39	85.3407
3573.19	85.2832
3574.99	86.0011
3576.79	86.846
3578.59	86.428
3580.39	87.2881
3582.19	88.2215
3583.99	88.0889
3585.79	87.9751
3587.59	88.471
3589.39	88.0772
3591.2	88.2868
3593	89.0343
3594.8	89.4082
3596.6	89.8759
3598.4	89.6319
3600.2	90.1116
3602	90.3484
3603.8	90.5043
3605.6	90.7609
3607.4	90.7613
3609.2	91.3326
3611.01	91.5341
3612.81	91.5666
3614.61	92.1172
3616.41	92.4408
3618.21	92.5466
3620.01	92.2376
3621.81	92.7832
3623.61	92.6789
3625.41	93.1765
3627.21	93.0665
3629.01	93.9092
3630.82	93.9446
3632.62	94.2352
3634.42	94.3807
3636.22	94.1561
3638.02	94.278
3639.82	95.0928
3641.62	94.6818
3643.42	94.4824
3645.22	95.3448
3647.02	95.236
3648.82	95.7914
3650.63	95.5558
3652.43	95.6168
3654.23	96.2171
3656.03	95.4309
3657.83	95.8467
3659.63	95.8828
3661.43	95.6139
3663.23	96.6547
3665.03	96.3427
3666.83	96.8957
3668.63	96.852
3670.44	97.0256
3672.24	96.8122
3674.04	96.822
3675.84	97.1779
3677.64	97.5236
3679.44	97.327
3681.24	97.2231
3683.04	97.1629
3684.84	97.6703
3686.64	97.5268
3688.44	97.753
3690.25	97.7819
3692.05	97.797
3693.85	98.0929
3695.65	98.2433
3697.45	98.7366
3699.25	98.4423
3701.05	98.7587
3702.85	98.0988
3704.65	97.9258
3706.45	98.4615
3708.25	98.7811
3710.06	98.79
3711.86	98.9973
3713.66	97.9253
3715.46	99.1128
3717.26	98.8866
3719.06	98.3701
3720.86	99.0961
3722.66	98.9741
3724.46	99.0803
3726.26	99.3069
3728.06	99.1761
3729.86	98.6436
3731.67	99.0796
3733.47	98.6729
3735.27	99.3874
3737.07	99.6453
3738.87	98.8855
3740.67	99.0874
3742.47	99.0539
3744.27	99.211
3746.07	99.4985
3747.87	99.2684
3749.67	99.6227
3751.48	99.7711
3753.28	99.8057
3755.08	99.1624
3756.88	99.9355
3758.68	99.9806
3760.48	100.027
3762.28	99.533
3764.08	99.3734
3765.88	99.3216
3767.68	99.3035
3769.48	99.654
3771.29	99.9207
3773.09	100.073
3774.89	99.5504
3776.69	99.6984
3778.49	99.6922
3780.29	99.5456
3782.09	99.9692
3783.89	99.8691
3785.69	99.8141
3787.49	99.8898
3789.29	99.9773
3791.1	99.9841
3792.9	99.5604
3794.7	100.09
3796.5	99.9062
3798.3	99.7075
3800.1	99.9161
3801.9	99.9567
3803.7	100.185
3805.5	99.5536
3807.3	100.271
3809.1	99.8872
3810.91	99.7344
3812.71	99.7309
3814.51	99.597
3816.31	99.3803
3818.11	100.111
3819.91	100.507
3821.71	99.4315
3823.51	99.6359
3825.31	100.151
3827.11	99.9153
3828.91	100.183
3830.72	99.9057
3832.52	99.7654
3834.32	99.875
3836.12	99.2312
3837.92	99.6056
3839.72	100.236
3841.52	100.312
3843.32	100.378
3845.12	100.091
3846.92	99.2843
3848.72	99.7727
3850.53	100.363
3852.33	100.454
3854.13	100.378
3855.93	99.8998
3857.73	99.5803
3859.53	99.9616
3861.33	99.9797
3863.13	100.446
3864.93	100.046
3866.73	99.9843
3868.53	100.002
3870.34	100.101
3872.14	100.171
3873.94	99.7662
3875.74	99.6673
3877.54	100.397
3879.34	99.494
3881.14	100.478
3882.94	99.4146
3884.74	99.8132
3886.54	100.281
3888.34	99.99
3890.15	99.5955
3891.95	100.119
3893.75	100.012
3895.55	99.9273
3897.35	99.8054
3899.15	99.9826
3900.95	99.8189
3902.75	100.724
3904.55	99.9222
3906.35	99.8824
3908.15	99.8324
3909.95	100.528
3911.76	99.5038
3913.56	100.104
3915.36	99.9243
3917.16	99.5693
3918.96	99.7508
3920.76	100.092
3922.56	99.7376
3924.36	100.075
3926.16	100.516
3927.96	100.049
3929.76	99.5616
3931.57	99.7438
3933.37	99.9123
3935.17	99.8924
3936.97	100.044
3938.77	100.092
3940.57	100.518
3942.37	99.9974
3944.17	99.653
3945.97	100.345
3947.77	100.378
3949.57	100.069
3951.38	99.925
3953.18	100.186
3954.98	99.9358
3956.78	99.3824
3958.58	100.168
3960.38	100.267
3962.18	100.432
3963.98	99.7801
3965.78	100.067
3967.58	100.074
3969.38	100.025
3971.19	100.034
3972.99	100.011
3974.79	100.063
3976.59	100.222
3978.39	100.366
3980.19	99.7728
3981.99	99.948
3983.79	99.8729
3985.59	99.83
3987.39	99.5149
3989.19	100.007
3991	100.144
3992.8	99.9533
3994.6	99.9971
3996.4	100.125
3998.2	100.423
4000	99.8739
