# 2theta	intensity
55.2776	-0.000616908
55.3127	0.011338
55.3477	0.0143114
55.3827	0.00226134
55.4177	0.0069208
55.4527	0.00457934
55.4877	0.00575403
55.5228	0.0111731
55.5578	0.000968399
55.5928	0.0151728
55.6278	0.0168961
55.6628	0.0133247
55.6978	0.00420163
55.7329	0.0143954
55.7679	0.0292714
55.8029	0.0141451
55.8379	0.0326935
55.8729	0.0366819
55.908	0.0568005
55.943	0.0619167
55.978	0.0823788
56.013	0.100969
56.048	0.127887
56.083	0.140972
56.1181	0.169646
56.1531	0.188229
56.1881	0.231035
56.2231	0.251506
56.2581	0.282636
56.2931	0.314361
56.3282	0.333528
56.3632	0.366131
56.3982	0.389255
56.4332	0.400247
56.4682	0.39949
56.5033	0.409354
56.5383	0.409992
56.5733	0.387141
56.6083	0.375795
56.6433	0.365269
56.6783	0.337915
56.7134	0.311272
56.7484	0.289193
56.7834	0.252016
56.8184	0.222822
56.8534	0.203893
56.8884	0.161736
56.9235	0.133476
56.9585	0.116816
56.9935	0.0968244
57.0285	0.0747257
57.0635	0.0576194
57.0985	0.0622658
57.1336	0.0425563
57.1686	0.0294579
57.2036	0.0315968
57.2386	0.0217855
57.2736	0.0175326
57.3087	0.0189897
57.3437	0.0078124
57.3787	0.0146709
57.4137	0.0215134
57.4487	0.0136164
57.4837	0.00895388
57.5188	0.00799834
57.5538	0.00828436
57.5888	0.00893845
57.6238	0.00823803
57.6588	0.0146579
57.6938	0.00137908
57.7289	0.0143363
57.7639	0.00811662
57.7989	0.0118932
57.8339	0.00436978
57.8689	0.0166457
57.904	0.0162296
57.939	0.0147987
57.974	0.00242661
58.009	0.0141458
58.044	0.0120244
58.079	0.00197369
58.1141	0.00987854
58.1491	0.0118227
58.1841	0.0127804
58.2191	0.0108863
58.2541	0.0114562
58.2891	0.0173681
58.3242	0.0161302
58.3592	-0.00433527
58.3942	0.00841281
58.4292	0.00917674
58.4642	0.00123951
58.4992	0.0104709
58.5343	0.0162438
58.5693	0.00456716
58.6043	0.011682
58.6393	0.00542088
58.6743	0.00664044
58.7094	0.017387
58.7444	0.00728721
58.7794	0.0123111
58.8144	0.000643909
58.8494	0.0193116
58.8844	0.0130133
58.9195	0.0090875
58.9545	0.0128777
58.9895	0.0029509
59.0245	0.0159127
59.0595	0.00838008
59.0945	0.00897965
59.1296	0.00754172
59.1646	0.00709674
59.1996	0.0134734
59.2346	0.0112795
59.2696	0.0132587
59.3047	0.00995603
59.3397	0.012566
59.3747	0.00790576
59.4097	0.0211487
59.4447	0.00216035
59.4797	0.0163047
59.5148	0.0168395
59.5498	0.00573921
59.5848	0.0211464
59.6198	0.0149775
59.6548	0.0148557
59.6898	0.0101401
59.7249	0.00891387
59.7599	0.00895296
59.7949	0.0119527
59.8299	0.0170059
59.8649	0.0109066
59.8999	0.00544278
59.935	0.0141221
59.97	0.0146058
60.005	0.0132733
60.04	0.0137275
60.075	0.00864536
60.1101	0.00535505
60.1451	0.00565903
60.1801	0.00182268
60.2151	0.0111847
60.2501	0.00958276
60.2851	0.00780006
60.3202	-0.00477809
60.3552	0.00376341
60.3902	0.0156042
60.4252	0.00667687
60.4602	0.011803
60.4952	0.00304657
60.5303	0.0171935
60.5653	0.00927986
60.6003	0.0114502
60.6353	0.0216289
60.6703	0.0175822
60.7054	0.00846717
60.7404	0.0070339
60.7754	0.00837227
60.8104	0.0125495
60.8454	0.00947388
60.8804	0.00802378
60.9155	0.0173359
60.9505	0.00942895
60.9855	0.0214979
61.0205	0.0104537
61.0555	0.0189266
61.0905	0.0117866
61.1256	0.0148148
61.1606	0.00637694
61.1956	0.0057312
61.2306	0.0122985
61.2656	0.0149428
61.3007	0.0102013
61.3357	0.00356803
61.3707	0.00319871
61.4057	0.00286432
61.4407	0.00116189
61.4757	0.0105474
61.5108	0.0156252
61.5458	0.00993292
61.5808	-0.00130207
61.6158	0.0090462
61.6508	0.00918601
61.6858	0.02048
61.7209	0.00271431
61.7559	0.00804661
61.7909	0.0185293
61.8259	0.0122499
61.8609	0.0128166
61.8959	0.0105729
61.931	0.0116497
61.966	0.013888
62.001	0.00595257
62.036	0.0143903
62.071	0.00313498
62.1061	0.0116418
62.1411	0.0108937
62.1761	0.00691853
62.2111	0.00988657
62.2461	0.0068873
62.2811	0.00464149
62.3162	0.00823193
62.3512	0.00448006
62.3862	0.011614
62.4212	0.00424957
62.4562	0.0135599
62.4912	0.0040926
62.5263	0.00716853
62.5613	0.00687698
62.5963	0.0166257
62.6313	0.0116514
62.6663	0.00894133
62.7014	0.0124936
62.7364	-0.000535962
62.7714	0.00978433
62.8064	0.0199876
62.8414	0.0106617
62.8764	0.0103396
62.9115	0.0127406
62.9465	0.014478
62.9815	1.26665e-05
63.0165	0.00158837
63.0515	0.0110515
63.0865	0.00642562
63.1216	0.0165601
63.1566	0.00842413
63.1916	0.000327346
63.2266	0.00365993
63.2616	-0.00374838
63.2966	0.00882937
63.3317	0.00905808
63.3667	0.00787769
63.4017	0.0153944
63.4367	0.0159926
63.4717	0.00914806
63.5068	-0.000673468
63.5418	0.0130864
63.5768	0.0127768
63.6118	0.011547
63.6468	0.0149074
63.6818	0.00417586
63.7169	0.0200438
63.7519	0.00520286
63.7869	0.0137461
63.8219	0.00156326
63.8569	0.00534868
63.8919	0.0175818
63.927	0.0086955
63.962	0.0141996
63.997	0.0111848
64.032	0.00947521
64.067	0.0168193
64.1021	0.00881671
64.1371	0.00109631
64.1721	0.0059838
64.2071	0.012756
64.2421	0.0119775
64.2771	0.00216471
64.3122	0.00637829
64.3472	0.00709139
64.3822	0.00817265
64.4172	0.00312043
64.4522	0.00685814
64.4872	0.00635695
64.5223	0.0138577
64.5573	0.0140456
64.5923	0.00927095
64.6273	0.0080398
64.6623	0.0106996
64.6973	0.00591712
64.7324	0.00426584
64.7674	0.00529889
64.8024	0.00682593
64.8374	0.00418263
64.8724	0.0108103
64.9075	0.0136486
64.9425	0.00206451
64.9775	0.0101256
65.0125	0.00890032
65.0475	0.0117075
65.0825	0.00993531
65.1176	0.002732
65.1526	0.00368805
65.1876	0.0101471
65.2226	0.0151439
65.2576	-0.00107094
65.2926	0.0117286
65.3277	0.0159481
65.3627	0.00923487
65.3977	0.012751
65.4327	0.00648465
65.4677	0.00940317
65.5028	0.00189543
65.5378	-0.00172172
65.5728	0.0147138
65.6078	0.00507503
65.6428	0.00772236
65.6778	0.00306779
65.7129	0.00295015
65.7479	0.00913081
65.7829	0.00635211
65.8179	0.0118899
65.8529	0.0122627
65.8879	0.0116042
65.923	0.011193
65.958	0.0178888
65.993	0.00466203
66.028	0.00972533
66.063	0.0156634
66.098	0.0163227
66.1331	0.00289118
66.1681	0.00843822
66.2031	0.0167906
66.2381	0.0125404
66.2731	0.0109763
66.3082	0.00891158
66.3432	0.008081
66.3782	0.0114411
66.4132	0.00873813
66.4482	0.00978711
66.4832	0.010393
66.5183	0.00660964
66.5533	0.0126606
66.5883	0.0245712
66.6233	0.00111507
66.6583	0.0116201
66.6933	0.00619905
66.7284	0.012887
66.7634	0.0102328
66.7984	0.0138093
66.8334	0.0158775
66.8684	0.0109621
66.9035	0.0156603
66.9385	-0.00172149
66.9735	0.0179523
67.0085	0.0118753
67.0435	0.0153892
67.0785	0.00390062
67.1136	0.00584615
67.1486	0.0107297
67.1836	0.00991481
67.2186	0.0114153
67.2536	0.0154226
67.2886	0.0011739
67.3237	0.0148691
67.3587	0.0100414
67.3937	0.00898109
67.4287	0.00264442
67.4637	0.0125152
67.4987	-0.00207054
67.5338	0.013242
67.5688	0.00253947
67.6038	0.0102673
67.6388	0.00940416
67.6738	0.0158477
67.7089	0.00910672
67.7439	0.00652931
67.7789	0.00746699
67.8139	0.0163644
67.8489	0.0126815
67.8839	0.00807185
67.919	0.00881777
67.954	0.00216411
67.989	0.0119424
68.024	0.00120092
68.059	0.013759
68.094	0.0106431
68.1291	0.0219348
68.1641	0.00449932
68.1991	0.00948669
68.2341	0.0189914
68.2691	0.0159569
68.3042	0.00651894
68.3392	0.0111198
68.3742	0.01001
68.4092	0.0114098
68.4442	0.0065066
68.4792	0.0095534
68.5143	0.00200974
68.5493	0.0106756
68.5843	0.0122501
68.6193	0.0088629
68.6543	0.00192475
68.6893	0.0149427
68.7244	0.0118226
68.7594	0.00636992
68.7944	0.008597
68.8294	0.00249665
68.8644	0.00487295
68.8994	0.00731094
68.9345	0.0161421
68.9695	0.00680248
69.0045	0.0132011
69.0395	0.00730842
69.0745	0.0112397
69.1096	0.00929302
69.1446	0.0143653
69.1796	0.00732594
69.2146	0.00213736
69.2496	0.00309025
69.2846	0.00734061
69.3197	0.0037547
69.3547	0.0120511
69.3897	0.00767116
69.4247	0.021873
69.4597	0.00131143
69.4947	0.0110182
69.5298	0.00436023
69.5648	0.00753299
69.5998	0.0107071
69.6348	-0.00162686
69.6698	0.0111841
69.7049	0.0195145
69.7399	0.00773281
69.7749	0.011299
69.8099	0.0151246
69.8449	0.00918023
69.8799	0.0070952
69.915	-0.00137868
69.95	0.013205
69.985	0.00943416
70.02	0.00493658
70.055	0.010633
70.09	0.0070816
70.1251	0.00735787
70.1601	0.0130315
70.1951	0.00330809
70.2301	0.0152366
70.2651	0.00301157
70.3002	0.00668649
70.3352	0.0196147
70.3702	0.0156368
70.4052	0.010488
70.4402	0.00529735
70.4752	0.00735364
70.5103	0.0103664
70.5453	0.0101876
70.5803	0.00954565
70.6153	0.00984584
70.6503	0.00892812
70.6853	0.00279011
70.7204	0.00741745
70.7554	0.0145731
70.7904	0.00315833
70.8254	0.00905222
70.8604	0.00590123
70.8954	0.0105568
70.9305	0.00805683
70.9655	0.017387
71.0005	0.0125329
71.0355	0.00344098
71.0705	0.0133561
71.1056	0.00612674
71.1406	0.00711502
71.1756	0.0115691
71.2106	0.00754126
71.2456	0.0144643
71.2806	0.00612745
71.3157	0.00690527
71.3507	0.00671815
71.3857	0.00717181
71.4207	0.015496
71.4557	0.013144
71.4907	0.0185497
71.5258	0.0213382
71.5608	0.00484641
71.5958	0.0103521
71.6308	0.004119
71.6658	0.00611197
71.7009	0.00684959
71.7359	0.00471423
71.7709	0.00474056
71.8059	0.00927858
71.8409	0.00391641
71.8759	0.0142106
71.911	0.00541123
71.946	0.0240478
71.981	0.00774308
72.016	0.0103601
72.051	0.00352329
72.086	0.0185305
72.1211	0.0155975
72.1561	0.0114846
72.1911	0.00326599
72.2261	0.0110533
72.2611	0.00439284
72.2961	0.0173118
72.3312	0.014046
72.3662	0.0104772
72.4012	-0.00218188
72.4362	0.00508292
72.4712	0.0134388
72.5063	0.0160644
72.5413	0.0155458
72.5763	0.00203993
72.6113	0.0115078
72.6463	0.0150776
72.6813	0.00170832
72.7164	0.00996048
72.7514	0.0113692
72.7864	0.00849618
72.8214	0.000739191
72.8564	0.00837151
72.8914	0.00836347
72.9265	0.00925964
72.9615	0.00718264
72.9965	0.00778494
73.0315	0.00980147
73.0665	0.0122123
73.1016	0.00847787
73.1366	0.00795176
73.1716	0.0104618
73.2066	0.00039542
73.2416	0.0123852
73.2766	0.00999718
73.3117	0.0101985
73.3467	0.0148037
73.3817	0.000235922
73.4167	0.000130831
73.4517	0.011369
73.4867	0.00996442
73.5218	0.0108509
73.5568	0.00768936
73.5918	0.0133218
73.6268	0.0146632
73.6618	0.0124199
73.6968	0.00869586
73.7319	-0.000538447
73.7669	0.0138462
73.8019	0.0161086
73.8369	0.0132228
73.8719	0.00560179
73.907	0.013369
73.942	0.0143026
73.977	0.0177941
74.012	0.00561945
74.047	0.00886773
74.082	0.0137364
74.1171	0.0102871
74.1521	0.00441336
74.1871	0.0120731
74.2221	0.0128933
74.2571	0.0104398
74.2921	0.0110979
74.3272	0.00870648
74.3622	0.0173914
74.3972	0.00549656
74.4322	0.00706344
74.4672	0.010055
74.5023	0.0143949
74.5373	0.00251335
74.5723	0.00344888
74.6073	-0.00018804
74.6423	0.0101645
74.6773	0.00441012
74.7124	0.00807993
74.7474	0.0133112
74.7824	0.00679918
74.8174	0.0111673
74.8524	0.00852036
74.8874	0.013387
74.9225	0.0124161
74.9575	0.00660178
74.9925	0.00924909
75.0275	0.0153561
75.0625	0.0121693
75.0975	0.00331036
75.1326	0.0137043
75.1676	0.00518615
75.2026	0.0179247
75.2376	0.0163285
75.2726	0.0131251
75.3077	0.0130875
75.3427	0.0120839
75.3777	0.0176048
75.4127	0.0137598
75.4477	0.0185849
75.4827	0.0240356
75.5178	0.0197049
75.5528	0.0229422
75.5878	0.0243403
75.6228	0.0301702
75.6578	0.0325336
75.6928	0.0526154
75.7279	0.0665021
75.7629	0.0743502
75.7979	0.0701816
75.8329	0.0943612
75.8679	0.111582
75.903	0.117157
75.938	0.136027
75.973	0.142488
76.008	0.171561
76.043	0.183014
76.078	0.207503
76.1131	0.216566
76.1481	0.24425
76.1831	0.262705
76.2181	0.268189
76.2531	0.27903
76.2881	0.284284
76.3232	0.301525
76.3582	0.304958
76.3932	0.302188
76.4282	0.311292
76.4632	0.302894
76.4982	0.293031
76.5333	0.28625
76.5683	0.282609
76.6033	0.266443
76.6383	0.247276
76.6733	0.234243
76.7084	0.207701
76.7434	0.195567
76.7784	0.177968
76.8134	0.156989
76.8484	0.144207
76.8834	0.121664
76.9185	0.112696
76.9535	0.0986804
76.9885	0.0683959
77.0235	0.0773251
77.0585	0.0458595
77.0935	0.0490383
77.1286	0.0494982
77.1636	0.0361836
77.1986	0.0248821
77.2336	0.0221223
77.2686	0.0289265
77.3037	0.0110982
77.3387	0.0238722
77.3737	0.0159841
77.4087	0.00875319
77.4437	0.0106008
77.4787	0.00751014
77.5138	0.0162289
77.5488	0.0150356
77.5838	0.00238826
77.6188	0.00868009
77.6538	0.0061743
77.6888	0.0168084
77.7239	0.00348414
77.7589	0.0181811
77.7939	0.00994142
77.8289	0.0042624
77.8639	0.00666129
77.8989	0.00602312
77.934	0.00364714
77.969	0.0104871
78.004	0.00386867
78.039	-0.000896641
78.074	0.00810485
78.1091	0.000987712
78.1441	0.00624041
78.1791	0.00545522
78.2141	0.00564436
78.2491	0.0200051
78.2841	0.0102822
78.3192	0.0112269
78.3542	0.00111806
78.3892	0.00673021
78.4242	0.0110765
78.4592	0.00487736
78.4942	0.0145403
78.5293	0.00398652
78.5643	0.00856817
78.5993	0.00706974
78.6343	0.0108216
78.6693	0.00679755
78.7044	0.00864553
78.7394	0.00881935
78.7744	0.00632806
78.8094	0.0124255
78.8444	0.0111919
78.8794	0.00955693
78.9145	0.00784771
78.9495	0.0139827
78.9845	0.00882083
79.0195	0.00846651
79.0545	0.0105235
79.0895	0.0184829
79.1246	0.00329822
79.1596	0.0138493
79.1946	0.000534144
79.2296	0.0110864
79.2646	0.0178754
79.2996	0.0124433
79.3347	0.0108531
79.3697	0.00719775
79.4047	0.0101552
79.4397	0.00873969
79.4747	0.00607012
79.5098	0.00855062
79.5448	0.0109919
79.5798	0.00616391
79.6148	0.00596859
79.6498	0.00319878
79.6848	0.0119536
79.7199	0.0127266
79.7549	0.0111583
79.7899	0.0148259
79.8249	0.0104393
79.8599	0.0119601
79.8949	0.0115192
79.93	0.0095423
79.965	0.00734589
80	0.0210708
