# 2theta	I_obs	I_calc	I_bkg
46.1384	0.0863817	0.0683748	0.0680692
46.1968	0.0740347	0.0687353	0.0680984
46.2552	0.068047	0.069406	0.0681276
46.3136	0.0966616	0.0706272	0.0681568
46.372	0.0730137	0.0727826	0.068186
46.4304	0.0905554	0.0764501	0.0682152
46.4887	0.111823	0.0824491	0.0682444
46.5471	0.104394	0.0918652	0.0682736
46.6055	0.0910721	0.106028	0.0683028
46.6639	0.107832	0.126417	0.0683319
46.7223	0.150006	0.154471	0.0683611
46.7807	0.201943	0.1913	0.0683903
46.839	0.244009	0.237337	0.0684195
46.8974	0.325075	0.291969	0.0684487
46.9558	0.359784	0.353258	0.0684779
47.0142	0.412942	0.417853	0.0685071
47.0726	0.46416	0.48116	0.0685363
47.1309	0.555523	0.537817	0.0685655
47.1893	0.582321	0.582412	0.0685947
47.2477	0.587739	0.610331	0.0686239
47.3061	0.618874	0.61854	0.068653
47.3645	0.591191	0.606128	0.0686822
47.4229	0.568091	0.574475	0.0687114
47.4812	0.527096	0.527003	0.0687406
47.5396	0.454983	0.46856	0.0687698
47.598	0.397302	0.404617	0.068799
47.6564	0.329265	0.340427	0.0688282
47.7148	0.269595	0.280354	0.0688574
47.7731	0.21234	0.227461	0.0688866
47.8315	0.17615	0.183391	0.0689158
47.8899	0.135094	0.148514	0.068945
47.9483	0.131025	0.122226	0.0689741
48.0067	0.106329	0.103317	0.0690033
48.0651	0.108243	0.0903219	0.0690325
48.1234	0.11008	0.0817794	0.0690617
48.1818	0.0865656	0.0764057	0.0690909
48.2402	0.0799148	0.073171	0.0691201
48.2986	0.0824143	0.0713093	0.0691493
48.357	0.0772862	0.0702874	0.0691785
48.4153	0.0705088	0.0697558	0.0692077
48.4737	0.0690579	0.0694978	0.0692369
48.5321	0.0540606	0.0693856	0.0692661
48.5905	0.0819318	0.069348	0.0692952
48.6489	0.0688774	0.0693468	0.0693244
48.7073	0.0911056	0.0693628	0.0693536
48.7656	0.0831135	0.0693864	0.0693828
48.824	0.0600241	0.0694134	0.069412
48.8824	0.0881421	0.0694417	0.0694412
48.9408	0.0310594	0.0694706	0.0694704
48.9992	0.098453	0.0694996	0.0694996
49.0575	0.0494521	0.0695288	0.0695288
49.1159	0.0769847	0.069558	0.069558
49.1743	0.0759984	0.0695872	0.0695872
49.2327	0.0864721	0.0696163	0.0696163
49.2911	0.0647151	0.0696455	0.0696455
49.3495	0.037492	0.0696747	0.0696747
49.4078	0.0647946	0.0697039	0.0697039
49.4662	0.0664457	0.0697331	0.0697331
49.5246	0.0390244	0.0697623	0.0697623
49.583	0.0704721	0.0697915	0.0697915
49.6414	0.0536829	0.0698207	0.0698207
49.6997	0.0795862	0.0698499	0.0698499
49.7581	0.0661879	0.0698791	0.0698791
49.8165	0.0993247	0.0699083	0.0699083
49.8749	0.0660948	0.0699374	0.0699374
49.9333	0.0764225	0.0699666	0.0699666
49.9917	0.0667998	0.0699958	0.0699958
50.05	0.045676	0.070025	0.070025
50.1084	0.0669835	0.0700542	0.0700542
50.1668	0.0813846	0.0700834	0.0700834
50.2252	0.0791424	0.0701126	0.0701126
50.2836	0.0657428	0.0701418	0.0701418
50.342	0.0483196	0.070171	0.070171
50.4003	0.079867	0.0702002	0.0702002
50.4587	0.0765217	0.0702294	0.0702294
50.5171	0.0829097	0.0702585	0.0702585
50.5755	0.0661761	0.0702877	0.0702877
50.6339	0.0450513	0.0703169	0.0703169
50.6922	0.0783525	0.0703461	0.0703461
50.7506	0.0702382	0.0703753	0.0703753
50.809	0.0912798	0.0704045	0.0704045
50.8674	0.0708647	0.0704337	0.0704337
50.9258	0.0697809	0.0704629	0.0704629
50.9842	0.0767509	0.0704921	0.0704921
51.0425	0.0615673	0.0705213	0.0705213
51.1009	0.0608734	0.0705505	0.0705505
51.1593	0.0691112	0.0705796	0.0705796
51.2177	0.0568027	0.0706088	0.0706088
51.2761	0.0672016	0.070638	0.070638
51.3344	0.0997606	0.0706672	0.0706672
51.3928	0.0863359	0.0706964	0.0706964
51.4512	0.0753462	0.0707256	0.0707256
51.5096	0.09403	0.0707548	0.0707548
51.568	0.0584105	0.070784	0.070784
51.6264	0.10817	0.0708132	0.0708132
51.6847	0.0639348	0.0708424	0.0708424
51.7431	0.100929	0.0708716	0.0708716
51.8015	0.100892	0.0709008	0.0709008
51.8599	0.0446315	0.0709299	0.0709299
51.9183	0.0929655	0.0709591	0.0709591
51.9766	0.0667297	0.0709883	0.0709883
52.035	0.062498	0.0710175	0.0710175
52.0934	0.0789163	0.0710467	0.0710467
52.1518	0.0559572	0.0710759	0.0710759
52.2102	0.078635	0.0711051	0.0711051
52.2686	0.0570224	0.0711343	0.0711343
52.3269	0.0738197	0.0711635	0.0711635
52.3853	0.0912231	0.0711927	0.0711927
52.4437	0.0770196	0.0712219	0.0712219
52.5021	0.0658542	0.071251	0.071251
52.5605	0.0794014	0.0712802	0.0712802
52.6188	0.0502122	0.0713094	0.0713094
52.6772	0.0587557	0.0713386	0.0713386
52.7356	0.0649138	0.0713678	0.0713678
52.794	0.0831998	0.071397	0.071397
52.8524	0.0775132	0.0714262	0.0714262
52.9108	0.0794829	0.0714554	0.0714554
52.9691	0.0710738	0.0714846	0.0714846
53.0275	0.0596923	0.0715138	0.0715138
53.0859	0.0938647	0.071543	0.071543
53.1443	0.0611052	0.0715721	0.0715721
53.2027	0.0778869	0.0716013	0.0716013
53.2611	0.069949	0.0716305	0.0716305
53.3194	0.0801046	0.0716597	0.0716597
53.3778	0.0626066	0.0716889	0.0716889
53.4362	0.0875083	0.0717181	0.0717181
53.4946	0.0924215	0.0717473	0.0717473
53.553	0.0866463	0.0717765	0.0717765
53.6113	0.0741701	0.0718057	0.0718057
53.6697	0.065308	0.0718349	0.0718349
53.7281	0.114196	0.0718641	0.0718641
53.7865	0.0570189	0.0718932	0.0718932
53.8449	0.0851409	0.0719224	0.0719224
53.9033	0.0769434	0.0719516	0.0719516
53.9616	0.0710428	0.0719808	0.0719808
54.02	0.0747875	0.07201	0.07201
54.0784	0.064386	0.0720392	0.0720392
54.1368	0.0784742	0.0720684	0.0720684
54.1952	0.0768499	0.0720976	0.0720976
54.2535	0.112292	0.0721268	0.0721268
54.3119	0.0882183	0.072156	0.072156
54.3703	0.0799234	0.0721852	0.0721852
54.4287	0.0808477	0.0722143	0.0722143
54.4871	0.0998366	0.0722435	0.0722435
54.5455	0.0577163	0.0722727	0.0722727
54.6038	0.0695609	0.0723019	0.0723019
54.6622	0.043724	0.0723311	0.0723311
54.7206	0.0807419	0.0723603	0.0723603
54.779	0.0851121	0.0723895	0.0723895
54.8374	0.0574847	0.0724187	0.0724187
54.8957	0.0939741	0.0724479	0.0724479
54.9541	0.061694	0.0724772	0.0724771
55.0125	0.0673695	0.0725066	0.0725063
55.0709	0.0743298	0.0725363	0.0725354
55.1293	0.0964801	0.0725671	0.0725646
55.1877	0.0597277	0.0726006	0.0725938
55.246	0.0770094	0.0726407	0.072623
55.3044	0.0843187	0.0726962	0.0726522
55.3628	0.0813132	0.0727862	0.0726814
55.4212	0.0820307	0.0729497	0.0727106
55.4796	0.0846847	0.0732622	0.0727398
55.5379	0.065541	0.0738618	0.072769
55.5963	0.100304	0.0749871	0.0727982
55.6547	0.0753582	0.0770255	0.0728274
55.7131	0.0769076	0.0805653	0.0728565
55.7715	0.106653	0.0864386	0.0728857
55.8299	0.0862703	0.0957288	0.0729149
55.8882	0.114518	0.109714	0.0729441
55.9466	0.118871	0.129714	0.0729733
56.005	0.194624	0.156836	0.0730025
56.0634	0.226255	0.191625	0.0730317
56.1218	0.232036	0.23369	0.0730609
56.1802	0.289196	0.281398	0.0730901
56.2385	0.331843	0.331765	0.0731193
56.2969	0.375405	0.380634	0.0731485
56.3553	0.424969	0.423174	0.0731776
56.4137	0.454034	0.454643	0.0732068
56.4721	0.44844	0.47125	0.073236
56.5304	0.474853	0.470908	0.0732652
56.5888	0.453031	0.453666	0.0732944
56.6472	0.426377	0.421694	0.0733236
56.7056	0.377677	0.37884	0.0733528
56.764	0.324463	0.329868	0.073382
56.8224	0.292719	0.279595	0.0734112
56.8807	0.240133	0.232136	0.0734404
56.9391	0.211358	0.190417	0.0734696
56.9975	0.163436	0.156015	0.0734987
57.0559	0.126309	0.129273	0.0735279
57.1143	0.118866	0.109614	0.0735571
57.1726	0.0662074	0.0959166	0.0735863
57.231	0.118412	0.0868564	0.0736155
57.2894	0.0852777	0.0811619	0.0736447
57.3478	0.110527	0.0777601	0.0736739
57.4062	0.0627896	0.0758298	0.0737031
57.4646	0.0580273	0.074792	0.0737323
57.5229	0.0797546	0.0742671	0.0737615
57.5813	0.0794596	0.0740216	0.0737907
57.6397	0.0789945	0.0739209	0.0738198
57.6981	0.0766787	0.0738913	0.073849
57.7565	0.0644734	0.0738952	0.0738782
57.8148	0.0516336	0.0739139	0.0739074
57.8732	0.0781863	0.073939	0.0739366
57.9316	0.0547278	0.0739666	0.0739658
57.99	0.0533402	0.0739953	0.073995
58.0484	0.0683148	0.0740243	0.0740242
58.1068	0.0805133	0.0740534	0.0740534
58.1651	0.103899	0.0740826	0.0740826
58.2235	0.0888007	0.0741118	0.0741118
58.2819	0.0956392	0.074141	0.074141
58.3403	0.0839751	0.0741701	0.0741701
58.3987	0.0797021	0.0741993	0.0741993
58.457	0.111815	0.0742285	0.0742285
58.5154	0.0544149	0.0742577	0.0742577
58.5738	0.0680885	0.0742869	0.0742869
58.6322	0.0692884	0.0743161	0.0743161
58.6906	0.0877486	0.0743453	0.0743453
58.749	0.0596928	0.0743745	0.0743745
58.8073	0.0858551	0.0744037	0.0744037
58.8657	0.0831276	0.0744329	0.0744329
58.9241	0.0866623	0.0744621	0.0744621
58.9825	0.0864196	0.0744912	0.0744912
59.0409	0.0975952	0.0745204	0.0745204
59.0992	0.0738115	0.0745496	0.0745496
59.1576	0.0825312	0.0745788	0.0745788
59.216	0.0635598	0.074608	0.074608
59.2744	0.0601653	0.0746372	0.0746372
59.3328	0.101139	0.0746664	0.0746664
59.3912	0.0625138	0.0746956	0.0746956
59.4495	0.0843445	0.0747248	0.0747248
59.5079	0.0827196	0.074754	0.074754
59.5663	0.0924079	0.0747832	0.0747832
59.6247	0.0499393	0.0748123	0.0748123
59.6831	0.0882096	0.0748415	0.0748415
59.7415	0.0740002	0.0748707	0.0748707
59.7998	0.0659013	0.0748999	0.0748999
59.8582	0.0711668	0.0749291	0.0749291
59.9166	0.0905099	0.0749583	0.0749583
59.975	0.0859561	0.0749875	0.0749875
60.0334	0.0730978	0.0750167	0.0750167
60.0917	0.0579593	0.0750459	0.0750459
60.1501	0.0590469	0.0750751	0.0750751
60.2085	0.0863997	0.0751043	0.0751043
60.2669	0.0559673	0.0751334	0.0751334
60.3253	0.0733903	0.0751626	0.0751626
60.3837	0.115408	0.0751918	0.0751918
60.442	0.0821144	0.075221	0.075221
60.5004	0.0863839	0.0752502	0.0752502
60.5588	0.0593639	0.0752794	0.0752794
60.6172	0.0568991	0.0753086	0.0753086
60.6756	0.0872751	0.0753378	0.0753378
60.7339	0.0711317	0.075367	0.075367
60.7923	0.0930005	0.0753962	0.0753962
60.8507	0.0775724	0.0754254	0.0754254
60.9091	0.1288	0.0754545	0.0754545
60.9675	0.0683989	0.0754837	0.0754837
61.0259	0.0813499	0.0755129	0.0755129
61.0842	0.0636299	0.0755421	0.0755421
61.1426	0.0925525	0.0755713	0.0755713
61.201	0.0837082	0.0756005	0.0756005
61.2594	0.0627118	0.0756297	0.0756297
61.3178	0.0723996	0.0756589	0.0756589
61.3761	0.0977656	0.0756881	0.0756881
61.4345	0.0959929	0.0757173	0.0757173
61.4929	0.0560305	0.0757465	0.0757465
61.5513	0.0702861	0.0757756	0.0757756
61.6097	0.104626	0.0758048	0.0758048
61.6681	0.0748264	0.075834	0.075834
61.7264	0.0801146	0.0758632	0.0758632
61.7848	0.0927964	0.0758924	0.0758924
61.8432	0.0574392	0.0759216	0.0759216
61.9016	0.0633553	0.0759508	0.0759508
61.96	0.0726245	0.07598	0.07598
62.0183	0.0955785	0.0760092	0.0760092
62.0767	0.0928348	0.0760384	0.0760384
62.1351	0.0883641	0.0760676	0.0760676
62.1935	0.0755093	0.0760967	0.0760967
62.2519	0.0945695	0.0761259	0.0761259
62.3103	0.0753655	0.0761551	0.0761551
62.3686	0.0863538	0.0761843	0.0761843
62.427	0.0913941	0.0762135	0.0762135
62.4854	0.103195	0.0762427	0.0762427
62.5438	0.076927	0.0762719	0.0762719
62.6022	0.0723619	0.0763011	0.0763011
62.6606	0.0972564	0.0763303	0.0763303
62.7189	0.0984373	0.0763595	0.0763595
62.7773	0.069738	0.0763887	0.0763887
62.8357	0.0613423	0.0764178	0.0764178
62.8941	0.0962326	0.076447	0.076447
62.9525	0.0533503	0.0764762	0.0764762
63.0108	0.0526134	0.0765054	0.0765054
63.0692	0.0740102	0.0765346	0.0765346
63.1276	0.0781004	0.0765638	0.0765638
63.186	0.0606937	0.076593	0.076593
63.2444	0.0799502	0.0766222	0.0766222
63.3028	0.0806484	0.0766514	0.0766514
63.3611	0.0694747	0.0766806	0.0766806
63.4195	0.107212	0.0767098	0.0767098
63.4779	0.0831854	0.0767389	0.0767389
63.5363	0.0936955	0.0767681	0.0767681
63.5947	0.0549541	0.0767973	0.0767973
63.653	0.0548539	0.0768265	0.0768265
63.7114	0.0837567	0.0768557	0.0768557
63.7698	0.104708	0.0768849	0.0768849
63.8282	0.0617651	0.0769141	0.0769141
63.8866	0.0790939	0.0769433	0.0769433
63.945	0.058446	0.0769725	0.0769725
64.0033	0.0662223	0.0770017	0.0770017
64.0617	0.0799275	0.0770309	0.0770309
64.1201	0.0696709	0.0770601	0.0770601
64.1785	0.0575064	0.0770892	0.0770892
64.2369	0.0571997	0.0771184	0.0771184
64.2952	0.0488575	0.0771476	0.0771476
64.3536	0.0843256	0.0771768	0.0771768
64.412	0.0861697	0.077206	0.077206
64.4704	0.0861235	0.0772352	0.0772352
64.5288	0.0636268	0.0772644	0.0772644
64.5872	0.0923828	0.0772936	0.0772936
64.6455	0.0879244	0.0773228	0.0773228
64.7039	0.0774614	0.077352	0.077352
64.7623	0.0750287	0.0773812	0.0773812
64.8207	0.0676736	0.0774103	0.0774103
64.8791	0.080322	0.0774395	0.0774395
64.9374	0.101727	0.0774687	0.0774687
64.9958	0.0945658	0.0774979	0.0774979
65.0542	0.0736839	0.0775271	0.0775271
65.1126	0.0856356	0.0775563	0.0775563
65.171	0.061064	0.0775855	0.0775855
65.2294	0.0885657	0.0776147	0.0776147
65.2877	0.065181	0.0776439	0.0776439
65.3461	0.0880269	0.0776731	0.0776731
65.4045	0.122238	0.0777023	0.0777023
65.4629	0.0691813	0.0777314	0.0777314
65.5213	0.121603	0.0777606	0.0777606
65.5796	0.0851494	0.0777898	0.0777898
65.638	0.0665746	0.077819	0.077819
65.6964	0.0659164	0.0778482	0.0778482
65.7548	0.113352	0.0778774	0.0778774
65.8132	0.0853014	0.0779066	0.0779066
65.8716	0.0694435	0.0779358	0.0779358
65.9299	0.0749131	0.077965	0.077965
65.9883	0.0844558	0.0779942	0.0779942
66.0467	0.0778925	0.0780234	0.0780234
66.1051	0.083241	0.0780525	0.0780525
66.1635	0.104686	0.0780817	0.0780817
66.2219	0.0611914	0.0781109	0.0781109
66.2802	0.0878096	0.0781401	0.0781401
66.3386	0.0770758	0.0781693	0.0781693
66.397	0.0707128	0.0781985	0.0781985
66.4554	0.0943103	0.0782277	0.0782277
66.5138	0.0563355	0.0782569	0.0782569
66.5721	0.0427896	0.0782861	0.0782861
66.6305	0.0816833	0.0783153	0.0783153
66.6889	0.0762718	0.0783445	0.0783445
66.7473	0.0580809	0.0783736	0.0783736
66.8057	0.0527445	0.0784028	0.0784028
66.8641	0.107392	0.078432	0.078432
66.9224	0.0854064	0.0784612	0.0784612
66.9808	0.0787851	0.0784904	0.0784904
67.0392	0.111448	0.0785196	0.0785196
67.0976	0.0938797	0.0785488	0.0785488
67.156	0.105117	0.078578	0.078578
67.2143	0.0609079	0.0786072	0.0786072
67.2727	0.0603755	0.0786364	0.0786364
67.3311	0.0879217	0.0786656	0.0786656
67.3895	0.0849122	0.0786947	0.0786947
67.4479	0.0974689	0.0787239	0.0787239
67.5063	0.0542913	0.0787531	0.0787531
67.5646	0.0893363	0.0787823	0.0787823
67.623	0.0936505	0.0788115	0.0788115
67.6814	0.0928833	0.0788407	0.0788407
67.7398	0.0727695	0.0788699	0.0788699
67.7982	0.0866783	0.0788991	0.0788991
67.8565	0.0672934	0.0789283	0.0789283
67.9149	0.0745633	0.0789575	0.0789575
67.9733	0.0633426	0.0789867	0.0789867
68.0317	0.0676359	0.0790158	0.0790158
68.0901	0.0754306	0.079045	0.079045
68.1485	0.0717102	0.0790742	0.0790742
68.2068	0.0677215	0.0791034	0.0791034
68.2652	0.0596387	0.0791326	0.0791326
68.3236	0.108578	0.0791618	0.0791618
68.382	0.0716825	0.079191	0.079191
68.4404	0.0841697	0.0792202	0.0792202
68.4987	0.0528648	0.0792494	0.0792494
68.5571	0.0996433	0.0792786	0.0792786
68.6155	0.0818152	0.0793078	0.0793078
68.6739	0.0726788	0.0793369	0.0793369
68.7323	0.072839	0.0793661	0.0793661
68.7907	0.0924365	0.0793953	0.0793953
68.849	0.0351281	0.0794245	0.0794245
68.9074	0.0670908	0.0794537	0.0794537
68.9658	0.0776966	0.0794829	0.0794829
69.0242	0.0775529	0.0795121	0.0795121
69.0826	0.117121	0.0795413	0.0795413
69.141	0.0745066	0.0795705	0.0795705
69.1993	0.0944531	0.0795997	0.0795997
69.2577	0.106804	0.0796289	0.0796289
69.3161	0.0897173	0.079658	0.079658
69.3745	0.06958	0.0796872	0.0796872
69.4329	0.0604491	0.0797164	0.0797164
69.4912	0.0909269	0.0797456	0.0797456
69.5496	0.10445	0.0797748	0.0797748
69.608	0.0879934	0.079804	0.079804
69.6664	0.0983349	0.0798332	0.0798332
69.7248	0.118742	0.0798624	0.0798624
69.7832	0.0924522	0.0798916	0.0798916
69.8415	0.0634113	0.0799208	0.0799208
69.8999	0.0807159	0.07995	0.07995
69.9583	0.100532	0.0799791	0.0799791
70.0167	0.0762766	0.0800083	0.0800083
70.0751	0.102623	0.0800375	0.0800375
70.1334	0.0790627	0.0800667	0.0800667
70.1918	0.0851111	0.0800959	0.0800959
70.2502	0.074864	0.0801251	0.0801251
70.3086	0.0825473	0.0801543	0.0801543
70.367	0.0833702	0.0801835	0.0801835
70.4254	0.0560845	0.0802127	0.0802127
70.4837	0.073618	0.0802419	0.0802419
70.5421	0.0617729	0.0802711	0.0802711
70.6005	0.0741936	0.0803003	0.0803003
70.6589	0.068402	0.0803294	0.0803294
70.7173	0.0955359	0.0803586	0.0803586
70.7756	0.0957388	0.0803878	0.0803878
70.834	0.0888214	0.080417	0.080417
70.8924	0.0614315	0.0804462	0.0804462
70.9508	0.0790034	0.0804754	0.0804754
71.0092	0.0602967	0.0805046	0.0805046
71.0676	0.0783244	0.0805338	0.0805338
71.1259	0.0902743	0.080563	0.080563
71.1843	0.0954737	0.0805922	0.0805922
71.2427	0.087714	0.0806214	0.0806214
71.3011	0.0995276	0.0806505	0.0806505
71.3595	0.0845761	0.0806797	0.0806797
71.4178	0.0772055	0.0807089	0.0807089
71.4762	0.093843	0.0807381	0.0807381
71.5346	0.0943644	0.0807673	0.0807673
71.593	0.0729339	0.0807965	0.0807965
71.6514	0.0865104	0.0808257	0.0808257
71.7098	0.0764402	0.0808549	0.0808549
71.7681	0.0507551	0.0808841	0.0808841
71.8265	0.0875149	0.0809133	0.0809133
71.8849	0.0615246	0.0809425	0.0809425
71.9433	0.085895	0.0809716	0.0809716
72.0017	0.0579712	0.0810008	0.0810008
72.0601	0.070235	0.08103	0.08103
72.1184	0.0745552	0.0810592	0.0810592
72.1768	0.0991143	0.0810884	0.0810884
72.2352	0.0731149	0.0811176	0.0811176
72.2936	0.0650222	0.0811468	0.0811468
72.352	0.0866412	0.081176	0.081176
72.4103	0.0779506	0.0812052	0.0812052
72.4687	0.0930928	0.0812344	0.0812344
72.5271	0.0660854	0.0812636	0.0812636
72.5855	0.0844556	0.0812927	0.0812927
72.6439	0.118365	0.0813219	0.0813219
72.7023	0.0777619	0.0813511	0.0813511
72.7606	0.0841813	0.0813803	0.0813803
72.819	0.0564939	0.0814095	0.0814095
72.8774	0.068644	0.0814387	0.0814387
72.9358	0.0883637	0.0814679	0.0814679
72.9942	0.0765486	0.0814971	0.0814971
73.0525	0.0907428	0.0815263	0.0815263
73.1109	0.0879295	0.0815555	0.0815555
73.1693	0.0618142	0.0815847	0.0815847
73.2277	0.0968434	0.0816138	0.0816138
73.2861	0.0630028	0.081643	0.081643
73.3445	0.0701984	0.0816722	0.0816722
73.4028	0.0851437	0.0817014	0.0817014
73.4612	0.105236	0.0817306	0.0817306
73.5196	0.0667017	0.0817598	0.0817598
73.578	0.0840043	0.081789	0.081789
73.6364	0.0841585	0.0818182	0.0818182
73.6947	0.0917078	0.0818474	0.0818474
73.7531	0.099637	0.0818766	0.0818766
73.8115	0.0758446	0.0819058	0.0819058
73.8699	0.0971127	0.0819349	0.0819349
73.9283	0.101919	0.0819641	0.0819641
73.9867	0.108753	0.0819933	0.0819933
74.045	0.0895514	0.0820225	0.0820225
74.1034	0.0844133	0.0820517	0.0820517
74.1618	0.0749621	0.0820809	0.0820809
74.2202	0.0602253	0.0821101	0.0821101
74.2786	0.07797	0.0821393	0.0821393
74.3369	0.0838535	0.0821685	0.0821685
74.3953	0.0805553	0.0821977	0.0821977
74.4537	0.0911926	0.0822269	0.0822269
74.5121	0.0604434	0.082256	0.082256
74.5705	0.0795556	0.0822852	0.0822852
74.6289	0.112236	0.0823144	0.0823144
74.6872	0.0972776	0.0823436	0.0823436
74.7456	0.0916157	0.0823728	0.0823728
74.804	0.0882622	0.082402	0.082402
74.8624	0.0769497	0.0824312	0.0824312
74.9208	0.0561493	0.0824604	0.0824604
74.9791	0.0893465	0.0824896	0.0824896
75.0375	0.0457923	0.0825188	0.0825188
75.0959	0.0776646	0.082548	0.082548
75.1543	0.0825223	0.0825771	0.0825771
75.2127	0.0758985	0.0826063	0.0826063
75.2711	0.115206	0.0826355	0.0826355
75.3294	0.11003	0.0826647	0.0826647
75.3878	0.0981861	0.0826939	0.0826939
75.4462	0.0688432	0.0827231	0.0827231
75.5046	0.111574	0.0827523	0.0827523
75.563	0.092066	0.0827815	0.0827815
75.6214	0.068681	0.0828107	0.0828107
75.6797	0.0833306	0.0828399	0.0828399
75.7381	0.0972477	0.0828691	0.0828691
75.7965	0.0739151	0.0828982	0.0828982
75.8549	0.0850354	0.0829274	0.0829274
75.9133	0.0877038	0.0829566	0.0829566
75.9716	0.066473	0.0829858	0.0829858
76.03	0.0789636	0.083015	0.083015
76.0884	0.0676623	0.0830442	0.0830442
76.1468	0.0961034	0.0830734	0.0830734
76.2052	0.0694818	0.0831026	0.0831026
76.2636	0.0875088	0.0831318	0.0831318
76.3219	0.0623086	0.083161	0.083161
76.3803	0.0661886	0.0831902	0.0831902
76.4387	0.0654911	0.0832193	0.0832193
76.4971	0.0789049	0.0832485	0.0832485
76.5555	0.0859835	0.0832777	0.0832777
76.6138	0.0887783	0.0833069	0.0833069
76.6722	0.0567526	0.0833361	0.0833361
76.7306	0.0808357	0.0833653	0.0833653
76.789	0.0721359	0.0833945	0.0833945
76.8474	0.0914364	0.0834237	0.0834237
76.9058	0.0794383	0.0834529	0.0834529
76.9641	0.0822696	0.0834821	0.0834821
77.0225	0.072337	0.0835113	0.0835113
77.0809	0.10941	0.0835405	0.0835405
77.1393	0.064316	0.0835696	0.0835696
77.1977	0.0776028	0.0835988	0.0835988
77.256	0.085242	0.083628	0.083628
77.3144	0.0798868	0.0836572	0.0836572
77.3728	0.0722274	0.0836864	0.0836864
77.4312	0.0565403	0.0837156	0.0837156
77.4896	0.0733722	0.0837448	0.0837448
77.548	0.0693832	0.083774	0.083774
77.6063	0.108992	0.0838032	0.0838032
77.6647	0.117803	0.0838324	0.0838324
77.7231	0.0830997	0.0838616	0.0838616
77.7815	0.0628194	0.0838907	0.0838907
77.8399	0.0949906	0.0839199	0.0839199
77.8982	0.069233	0.0839491	0.0839491
77.9566	0.0757407	0.0839783	0.0839783
78.015	0.0745748	0.0840075	0.0840075
78.0734	0.0765291	0.0840367	0.0840367
78.1318	0.0787451	0.0840659	0.0840659
78.1902	0.0643925	0.0840951	0.0840951
78.2485	0.0735941	0.0841243	0.0841243
78.3069	0.0994526	0.0841535	0.0841535
78.3653	0.0836793	0.0841827	0.0841827
78.4237	0.0860916	0.0842118	0.0842118
78.4821	0.0507573	0.084241	0.084241
78.5405	0.098487	0.0842702	0.0842702
78.5988	0.0740166	0.0842994	0.0842994
78.6572	0.101188	0.0843286	0.0843286
78.7156	0.0866719	0.0843578	0.0843578
78.774	0.0759562	0.084387	0.084387
78.8324	0.0592493	0.0844162	0.0844162
78.8907	0.117068	0.0844454	0.0844454
78.9491	0.0965233	0.0844746	0.0844746
79.0075	0.0974499	0.0845038	0.0845038
79.0659	0.111815	0.0845329	0.0845329
79.1243	0.0879234	0.0845621	0.0845621
79.1827	0.104877	0.0845913	0.0845913
79.241	0.0774419	0.0846205	0.0846205
79.2994	0.0957134	0.0846497	0.0846497
79.3578	0.0752274	0.0846789	0.0846789
79.4162	0.0771502	0.0847081	0.0847081
79.4746	0.0861923	0.0847373	0.0847373
79.5329	0.0657555	0.0847665	0.0847665
79.5913	0.089737	0.0847957	0.0847957
79.6497	0.0801455	0.0848249	0.0848249
79.7081	0.0550406	0.084854	0.084854
79.7665	0.0780183	0.0848832	0.0848832
79.8249	0.0797366	0.0849124	0.0849124
79.8832	0.0977342	0.0849416	0.0849416
79.9416	0.0892488	0.0849708	0.0849708
80	0.106712	0.085	0.085
